section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Political Behavior;1043;Framing Migration;MP5-Köln;Thursday;13:00;Vincent Heddesheimer;Alexandra Jabbour;Sophie Mainz;Elite femonationalism and voters’ policy preferences – a multifactorial survey experiment
Political Representation;1108;The Limited Persistence of Political Elites;MP7-314;Thursday;13:00;Guillermo Toral;Andreu Paneque;Mirya Holman, Christina Wolbrecht;Tapping into power: how interest, networks, and discrimination shape women’s access to political power
Political Representation;1108;The Limited Persistence of Political Elites;MP7-314;Thursday;13:00;Guillermo Toral;Andreu Paneque;Matthias Krönke;Advocates, Ambassadors & Problem Solvers: The Underappreciated Roles of Party Representatives
Political Representation;1108;The Limited Persistence of Political Elites;MP7-314;Thursday;13:00;Guillermo Toral;Andreu Paneque;Morten Harmening;The effect of online firestorms on politicians' popularity and electoral success
Political Representation;1108;The Limited Persistence of Political Elites;MP7-314;Thursday;13:00;Guillermo Toral;Andreu Paneque;Carlos Gueiros;Public Goods, Corruption and Elite Capture in Paraguay: Voter Competition and the Persistence of Political Elites
Political Representation;1108;The Limited Persistence of Political Elites;MP7-314;Thursday;13:00;Guillermo Toral;Andreu Paneque;Daniel Brieba;To the victor belong the spoils? A study of electoral cycles, partisanship, and bureaucratic turnover using individual-level data
Political Representation;1112;Gaps in Political Participation and Representation;MP6-2;Thursday;13:00;Maria Belen Abdala;Gefjon Off;Franziska Roscher;How Faulty Voter Lists Disenfranchise Women in India
Political Representation;1112;Gaps in Political Participation and Representation;MP6-2;Thursday;13:00;Maria Belen Abdala;Gefjon Off;Leonardo Carella;Baby Boomers at the Ballot Box : Cohort Size and Representation across Electoral Systems.
Political Representation;1112;Gaps in Political Participation and Representation;MP6-2;Thursday;13:00;Maria Belen Abdala;Gefjon Off;Clara Neupert-Wentz, Merete Bech Seeberg;Gender norms and women's political participation. Evidence from four African countries.
Political Representation;1112;Gaps in Political Participation and Representation;MP6-2;Thursday;13:00;Maria Belen Abdala;Gefjon Off;Michal Grahn;From Shadows to Spotlight: The Rising Tide of Lesbian, Gay and Bisexual Political Candidacies
Political Representation;1127;Parliamentary Debates 1;MP7-20;Thursday;13:00;Damian Bol;Stefan Mueller;Dominic Nyhuis, Oliver Rittmann, Tilko Swalve, Tobias Ringwald;The procedural deliberative quality of parliamentary proceedings: Insights from an automated analysis of plenary video footage
Political Representation;1127;Parliamentary Debates 1;MP7-20;Thursday;13:00;Damian Bol;Stefan Mueller;Lukas Hetzer, Sven-Oliver Proksch, Christian Rauh, Jan Schwalbach, Miklós Sebők;Focused debate or party-political theater? Comparing the bill focus of parliamentary speeches in European parliaments
Political Representation;1127;Parliamentary Debates 1;MP7-20;Thursday;13:00;Damian Bol;Stefan Mueller;Christopher Klamm, Ines Rehbein, Simone Ponzetto;Should We Stop Fine-Tuning BERT? The Benefits of In-Context Learning on Analyzing Group Mentions and Appeals in German Parliamentary Debates
Political Representation;1127;Parliamentary Debates 1;MP7-20;Thursday;13:00;Damian Bol;Stefan Mueller;Edoardo Alberto Viganò;Geographical Representation on the Floor: How Parliamentary Rules Shape Legislative Speeches
Political Economy;1202;Fiscal Politics and Public Debt;MP6-4;Thursday;13:00;Patrick Shea;Joachim Wehner;Felix Hörisch, Kai Brumm;The Effects of the Debt Brake in the German Federal States on Budgetary Trade-offs within Educational Policies
Political Economy;1202;Fiscal Politics and Public Debt;MP6-4;Thursday;13:00;Patrick Shea;Joachim Wehner;Martin Ardanaz, Evelyne Hübscher, Philip Keefer, Thomas Sattler;Voter responses to fiscal crisis: Experimental evidence on preferences for fiscal adjustment in emerging markets
Political Economy;1202;Fiscal Politics and Public Debt;MP6-4;Thursday;13:00;Patrick Shea;Joachim Wehner;Jonas Schmid, Lasse Aaskoven;Death by debt? Fiscal deficits and the political survival of finance ministers across regime types.
Political Economy;1202;Fiscal Politics and Public Debt;MP6-4;Thursday;13:00;Patrick Shea;Joachim Wehner;Matthew DiGiuseppe, Alessia Aspide, Jaroslaw Kantorowicz;Putting the Public back in Public Debt: Open-ended Responses in Brazil, Italy, and Japan
Political Economy;1202;Fiscal Politics and Public Debt;MP6-4;Thursday;13:00;Patrick Shea;Joachim Wehner;Olga Gasparyan, Greta Gross, Mark Hallerberg, Slava Jankin;Attributing Blame in Times of Austerity: A Cross-National Computational Study of Finance Ministers' Budget Speeches
Political Economy;1203;Lobbies and Interest Groups;MP8-Small;Thursday;13:00;Philippe van Gruisen;David Marshall;Philippe van Gruisen, Christophe van Gruisen;The Rotating Presidency of the Council of the European Union and Interest Group Activity
Political Economy;1203;Lobbies and Interest Groups;MP8-Small;Thursday;13:00;Philippe van Gruisen;David Marshall;Ryan Pike;Greening in Groups: Firm Cooperation and Support for Green Industrial Policy
Political Economy;1203;Lobbies and Interest Groups;MP8-Small;Thursday;13:00;Philippe van Gruisen;David Marshall;Guillermo Rosas, Victoria Paniagua, Álvaro La Parra Pérez, Sebastián Lavezzolo;Variation in Revolving Doors at the Sectoral Level: The Case of Spain
Political Economy;1203;Lobbies and Interest Groups;MP8-Small;Thursday;13:00;Philippe van Gruisen;David Marshall;Rosanne Logeart;Does Access Mean Success? Connection to Policy-Makers and Lobbying Success of Political Actors (Panel:PE+R)
Political Economy;1203;Lobbies and Interest Groups;MP8-Small;Thursday;13:00;Philippe van Gruisen;David Marshall;Roel Bos;Personal Legislative Staff Allocation and Informational Lobbying
Political Economy;1219;Political Economy of Policy Reform;MP6-3;Thursday;13:00;Pirmin Bundi;shared responsibility;Cèlia Estruch, Filippo Tassinari, Elisabet Viladecans-Marsal, Albert Solé-Ollé;The electoral effects of banning cars from the streets: Evidence from Barcelona’s superblocks
Political Economy;1219;Political Economy of Policy Reform;MP6-3;Thursday;13:00;Pirmin Bundi;shared responsibility;Achim Hildebrandt, Eva-Maria Trüdinger, Ilirjana Ajazaj, Pirmin Bundi;Shifting preferences about powershifts: An experimental study on the determinants of attitudes towards (de-)centralization
Political Economy;1219;Political Economy of Policy Reform;MP6-3;Thursday;13:00;Pirmin Bundi;shared responsibility;Jae-Hee Jung, Taeku Lee, Pepper Culpepper;Expressive or Engaging? Negative Emotions and Participation in Policy Contexts
Political Economy;1219;Political Economy of Policy Reform;MP6-3;Thursday;13:00;Pirmin Bundi;shared responsibility;Mart Trasberg, Inga Saikkonen, Hector Bahamonde;Creating Political Support for Tax Increases: A Vignette Experiment in Chile and Estonia
Political Economy;1219;Political Economy of Policy Reform;MP6-3;Thursday;13:00;Pirmin Bundi;shared responsibility;Michael Bechtel, Philipp Genschel, Laura Seelkopf, Paul Michel;Individual Attitudes toward Multi-Level Climate Action in the European Union
Public Opinion and Political Communication;1406;Political Rhetoric;MP8-Large;Thursday;13:00;Lisa Herbig;William Daniel;Lisa Herbig, Theresa Kuhn, Katjana Gattermann, Olga Eisele;When A Line Becomes A Wall: The Impact of Justifications on Public Support for Restrictive Border Policies
Public Opinion and Political Communication;1406;Political Rhetoric;MP8-Large;Thursday;13:00;Lisa Herbig;William Daniel;Yael R. Kaplan, Naama Rivlin-Angert, Guy Mor-Lan;The (In)Stability of Symbolic Identity and Social Media: Politicians’ Discursive Use of Symbolic Identity and Citizens’ Self-Identification
Public Opinion and Political Communication;1406;Political Rhetoric;MP8-Large;Thursday;13:00;Lisa Herbig;William Daniel;Leonce Röth, Radu Triculescu;Measuring perceived time pressure in political communication
Public Opinion and Political Communication;1406;Political Rhetoric;MP8-Large;Thursday;13:00;Lisa Herbig;William Daniel;Rebecca Kittel, Bruno Castanho Silva;Dumbing Down? The Determinants of Language Complexity in Politicians' Parliamentary and Online Communication in 14 Countries
Public Opinion and Political Communication;1406;Political Rhetoric;MP8-Large;Thursday;13:00;Lisa Herbig;William Daniel;Jessy Hendriks, Barbara Vis, Koen Damhuis;Under which conditions do politicians engage in framing public organizations?
Public Opinion and Political Communication;1416;Cleavages 2;MP7-222;Thursday;13:00;Rune Stubager;Jana Belschner;Sophia Hunger;Pitting old against young? The politicization of generational conflict in European politics
Public Opinion and Political Communication;1416;Cleavages 2;MP7-222;Thursday;13:00;Rune Stubager;Jana Belschner;Anke Tresch, Line Rennwald;Class voting in contemporary Switzerland: A group conflict perspective
Public Opinion and Political Communication;1416;Cleavages 2;MP7-222;Thursday;13:00;Rune Stubager;Jana Belschner;Eva Krejcova, Filip Kostelka;Social Influence and Individuals’ Immigration Attitudes
Public Opinion and Political Communication;1416;Cleavages 2;MP7-222;Thursday;13:00;Rune Stubager;Jana Belschner;Julian Garritzmann;The Emergence of the Latent Educational Cleavage – A longue durée analysis
Public Opinion and Political Communication;1416;Cleavages 2;MP7-222;Thursday;13:00;Rune Stubager;Jana Belschner;Giorgio Malet, Diane Bolet;Does Financial Assistance Mitigate Rural Backlash? The Case of the Common Agricultural Policy in France
Comparative Politics;1505;Protest and Repression;MP6-5;Thursday;13:00;Amir Abdul Reda;Amelie Tolvin;Amelie Tolvin;Echoes of Dissent: The Legacy of Past Protests on Contemporaneous and Future Repression
Comparative Politics;1505;Protest and Repression;MP6-5;Thursday;13:00;Amir Abdul Reda;Amelie Tolvin;Enrique Prada, Damjan Tomic, Sergi Ferrer, Enrique Hernandez;The Boundaries of Dissent: Understanding Public Willingness to Curtail the Right to Protest
Comparative Politics;1505;Protest and Repression;MP6-5;Thursday;13:00;Amir Abdul Reda;Amelie Tolvin;Amir Abdul Reda;Batting the Beehive or Nipping the Bud? Deadly Repression & Protest Cycle Intensity in 54 African Societies
Comparative Politics;1505;Protest and Repression;MP6-5;Thursday;13:00;Amir Abdul Reda;Amelie Tolvin;Samuel Dunham;Seeing Iraq: Intelligence, State Capacity, and Imperial Control under the British Mandate
Comparative Politics;1518;The Evolution of Coup-d-Etats;MP5-SanFrancisco;Thursday;13:00;Elsa Voytas;Jesse DIllon Savage;Mwita Chacha;Public Receptiveness to Military Rule in Africa
Comparative Politics;1518;The Evolution of Coup-d-Etats;MP5-SanFrancisco;Thursday;13:00;Elsa Voytas;Jesse DIllon Savage;Lina Skoglund;The Revolution Will Not Be Telegraphed
Comparative Politics;1518;The Evolution of Coup-d-Etats;MP5-SanFrancisco;Thursday;13:00;Elsa Voytas;Jesse DIllon Savage;Elsa Voytas, Pablo Argote;The Anti-Left Legacy of the Pinochet Dictatorship
Comparative Politics;1518;The Evolution of Coup-d-Etats;MP5-SanFrancisco;Thursday;13:00;Elsa Voytas;Jesse DIllon Savage;Amalie Nilsen, Ina Lyftingsmo Kristiansen, Marianne Dahl, Haakon Gjerløw;Uprooting threats: Cabinet reshuffles as a response to protests in autocratic and democratic regimes
Party Politics;1810;The Evolution of Issue Competition;MP7-313;Thursday;13:00;Guido Tiemann;Anna-Sophie Kurella;Jae-Jae Spoon, Matthias Avina;A Picture is Worth a Thousand Words: European Party Logos across Time and Space
Party Politics;1810;The Evolution of Issue Competition;MP7-313;Thursday;13:00;Guido Tiemann;Anna-Sophie Kurella;Elise Frelin, Louise Luxton;Changing the channel: Investigating the congruence in issue salience and issue framing between party election manifestos and candidate tweets
Party Politics;1810;The Evolution of Issue Competition;MP7-313;Thursday;13:00;Guido Tiemann;Anna-Sophie Kurella;Aiko Wagner;The Change of the Party System Change - Distinguishing the Processes of De- and Realignment from De- and Realigned States
Party Politics;1810;The Evolution of Issue Competition;MP7-313;Thursday;13:00;Guido Tiemann;Anna-Sophie Kurella;Guido Tiemann;Centrifugal Patterns of Party Competition in German National Elections
Party Politics;1810;The Evolution of Issue Competition;MP7-313;Thursday;13:00;Guido Tiemann;Anna-Sophie Kurella;Florence So;Issue Attention Differentiation and Junior Coalition Partners' Electoral Performances
Conflict and Security;1908;Nationalism and Warfare;MP5-Rom;Thursday;13:00;Konstantin Bogatyrev;Lanabi La Lova;Eric Gabo Ekeberg Nilsen;Framing Away the Consequences: Creating war support among pacifists
Conflict and Security;1908;Nationalism and Warfare;MP5-Rom;Thursday;13:00;Konstantin Bogatyrev;Lanabi La Lova;Oguzhan Turkoglu, Miceal Canavan, Darin Christensen;Soldiers' Funerals Increase Nationalism and Militarism: Evidence from a Natural Experiment in Turkey
Conflict and Security;1908;Nationalism and Warfare;MP5-Rom;Thursday;13:00;Konstantin Bogatyrev;Lanabi La Lova;Hirotaka Fujibayashi;Migration, Foreign Aid, and the Rise of Populist Radical Right Parties
Conflict and Security;1908;Nationalism and Warfare;MP5-Rom;Thursday;13:00;Konstantin Bogatyrev;Lanabi La Lova;Aya Abdelrahman;Shades of Majority Nationalism: How Ideologies Affect National Minorities
Conflict and Security;1908;Nationalism and Warfare;MP5-Rom;Thursday;13:00;Konstantin Bogatyrev;Lanabi La Lova;Katrin Paula;Where do regimes rally their supporters? The geographical distribution of pro-war protests in Russia in 2022
Political Methodology;2008;How Reliable are Survey Responses?;MP7-Saal;Thursday;13:00;Sebastian Ziaja;Franziska Quoss;Brandice Canes-Wrone, Michael Barber;Campaign Contributions and Self-Reports: How Accurate are Survey Responses regarding Donation Behavior?
Political Methodology;2008;How Reliable are Survey Responses?;MP7-Saal;Thursday;13:00;Sebastian Ziaja;Franziska Quoss;Joris Frese;Evaluating and improving the use of the “Unexpected Event during Survey Design” in applied research
Political Methodology;2008;How Reliable are Survey Responses?;MP7-Saal;Thursday;13:00;Sebastian Ziaja;Franziska Quoss;Louise Luxton, Rosalind Shorrocks;The representation of public opinion towards gender in Europe: What do survey questions measure?
Political Methodology;2008;How Reliable are Survey Responses?;MP7-Saal;Thursday;13:00;Sebastian Ziaja;Franziska Quoss;Tom O'Grady, Julia de Romemont;Does the question matter?: Validating Survey Measures of Support for Redistribution
International Relations;2102;Global and Local Climate Politics;MP6-1;Thursday;13:00;Thomas Bernauer;Robert Huber;Niklas Hänze, Viktoria Jansesberger;High Fatality Cyclones: Catalysts for Climate Aid Allocation in Vulnerable Regions?
